,股票代码,股票名称,最新价格,涨跌额,涨跌幅,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率,总市值,流通市值
0,688159.SH,有方科技,21.88,3.65,20.02,92050.0,187563663.0,19.69,21.88,18.29,18.29,18.23,4.32,14.14,-79.4,2.43,2005947351.0,1424432657.0
1,301072.SZ,中捷精工,35.02,5.84,20.01,76629.0,253077459.0,20.9,35.02,28.92,29.2,29.18,1.98,29.18,102.17,4.72,3679019096.0,919754774.0
2,300917.SZ,特发服务,38.68,6.45,20.01,150393.0,528690160.0,22.03,38.68,31.58,32.29,32.23,1.75,22.57,39.73,5.63,5028400000.0,2577055000.0
3,301013.SZ,利和兴,28.68,4.78,20.0,167867.0,464698240.0,19.58,28.68,24.0,25.0,23.9,3.27,50.49,-112.91,4.84,4469167231.0,953504056.0
4,301010.SZ,晶雪节能,33.78,5.63,20.0,138822.0,451821984.0,17.34,33.78,28.9,29.47,28.15,1.02,51.42,228.5,4.63,3648240000.0,912060000.0
5,300907.SZ,康平科技,22.33,3.72,19.99,71893.0,155486600.0,16.28,22.33,19.3,19.99,18.61,9.06,19.45,103.99,3.0,2143680000.0,825316800.0
6,300495.SZ,*ST美尚,2.11,0.35,19.89,540135.0,107352411.0,22.73,2.11,1.71,1.75,1.76,2.3,10.44,-8.94,1.05,1422729720.0,1091220136.0
7,688319.SH,欧林生物,23.66,3.34,16.44,24920.0,55224908.0,16.09,23.75,20.48,20.48,20.32,2.5,7.23,-352.25,11.43,9588569900.0,815098830.0
8,300745.SZ,欣锐科技,34.82,4.49,14.8,108546.0,361533664.0,16.42,35.38,30.4,31.5,30.33,2.88,11.2,153.83,3.7,4343957888.0,3375536596.0
9,300295.SZ,三六五网,9.85,1.15,13.22,392908.0,368747360.0,17.13,10.14,8.65,8.7,8.7,3.17,23.69,89.22,1.44,1886828885.0,1633958621.0
10,300698.SZ,万马科技,17.75,2.02,12.84,151216.0,262484995.0,14.94,18.5,16.15,16.34,15.73,4.6,15.21,-61.56,6.45,2378500000.0,1764592767.0
11,300940.SZ,南极光,26.71,2.84,11.9,218144.0,553970768.0,14.79,26.71,23.18,24.35,23.87,1.77,28.79,107.89,5.92,5061040368.0,2023960373.0
12,688261.SH,东微半导,212.0,21.91,11.53,9644.0,197966666.0,12.37,214.44,190.93,191.0,190.09,1.49,6.77,74.79,5.45,14283789804.0,3020830824.0
13,300451.SZ,创业慧康,7.53,0.75,11.06,1052922.0,786262512.0,14.45,8.02,7.04,7.59,6.78,2.9,7.84,31.63,2.51,11669901321.0,10113521713.0
14,688136.SH,科兴制药,35.99,3.55,10.94,137729.0,487905232.0,13.44,37.56,33.2,33.28,32.44,2.81,21.21,61.42,3.69,7151236394.0,2337021123.0
15,300100.SZ,双林股份,10.18,0.94,10.17,379798.0,372534864.0,19.26,10.86,9.08,9.2,9.24,2.22,9.96,32.75,1.99,4093884893.0,3883774447.0
16,601599.SH,浙文影业,3.58,0.33,10.15,440380.0,153833957.0,10.15,3.58,3.25,3.26,3.25,2.3,4.93,31.43,3.34,4154741982.0,3195955371.0
17,002377.SZ,国创高新,3.04,0.28,10.14,649365.0,184399700.0,14.49,3.04,2.64,2.78,2.76,2.67,7.09,-6.44,2.7,2785628611.0,2784628618.0
18,000797.SZ,中国武夷,3.8,0.35,10.14,2083877.0,751362544.0,13.33,3.8,3.34,3.46,3.45,1.38,13.27,142.24,1.16,5968866025.0,5965514105.0
19,000010.SZ,美丽生态,3.48,0.32,10.13,592822.0,197770843.0,10.44,3.48,3.15,3.2,3.16,2.22,11.35,361.06,5.49,2853094401.0,1817156813.0
20,601975.SH,招商南油,2.72,0.25,10.12,5900125.0,1552033760.0,10.12,2.72,2.47,2.47,2.47,1.15,12.16,31.91,2.25,13199572067.0,13199572067.0
21,002292.SZ,奥飞娱乐,4.14,0.38,10.11,105306.0,43221198.0,6.12,4.14,3.91,3.97,3.76,0.55,1.08,-49.97,1.91,6121816746.0,4037728090.0
22,002431.SZ,棕榈股份,4.25,0.39,10.1,4791330.0,2012130416.0,8.55,4.25,3.92,4.25,3.86,32.22,32.85,-8.42,1.75,6319688163.0,6197910014.0
23,000548.SZ,湖南投资,5.78,0.53,10.1,61455.0,35520701.0,0.0,5.78,5.78,5.78,5.25,0.16,1.23,87.74,1.56,2885467388.0,2885311328.0
24,600319.SH,亚星化学,6.11,0.56,10.09,150699.0,89513933.0,12.07,6.11,5.44,5.5,5.55,1.16,4.78,-127.53,8.46,1928279340.0,1928279340.0
25,000680.SZ,山推股份,5.24,0.48,10.08,1519260.0,767814080.0,9.24,5.24,4.8,4.87,4.76,1.35,14.37,5.4,1.71,7869710831.0,5538486398.0
26,002613.SZ,北玻股份,6.99,0.64,10.08,1816883.0,1238494512.0,7.72,6.99,6.5,6.66,6.35,1.7,31.79,114.2,4.23,6550818300.0,3994501010.0
27,601279.SH,英利汽车,5.68,0.52,10.08,128137.0,69921106.0,9.69,5.68,5.18,5.18,5.16,2.26,6.56,288.22,2.33,8487357932.0,1110100251.0
28,000006.SZ,深振业Ａ,4.48,0.41,10.07,580755.0,249473528.0,10.81,4.48,4.04,4.06,4.07,2.51,4.3,34.03,0.79,6047977806.0,6047977806.0
29,002183.SZ,怡亚通,7.65,0.7,10.07,1375772.0,1051374912.0,3.02,7.65,7.44,7.65,6.95,0.65,5.77,87.32,2.3,19867119546.0,18229505895.0
30,000090.SZ,天健集团,7.76,0.71,10.07,1475342.0,1122043904.0,9.5,7.76,7.09,7.1,7.05,2.02,7.9,3.99,1.41,14499912568.0,14498365674.0
31,600698.SH,湖南天雁,4.7,0.43,10.07,880276.0,402365712.0,10.54,4.7,4.25,4.31,4.27,4.34,11.93,3123.65,6.34,5002727150.0,3466603576.0
32,600898.SH,国美通讯,7.98,0.73,10.07,206805.0,157746776.0,12.83,7.98,7.05,7.12,7.25,0.96,8.19,-54.5,19.07,2277340268.0,2015140084.0
33,603166.SH,福达股份,6.67,0.61,10.07,146080.0,93509291.0,10.4,6.67,6.04,6.05,6.06,2.24,2.26,35.79,1.84,4310211702.0,4310211702.0
34,002243.SZ,力合科创,8.42,0.77,10.07,32297.0,27053722.0,4.18,8.42,8.1,8.1,7.65,0.43,0.48,73.18,1.58,10193287524.0,5622493479.0
35,002285.SZ,世联行,3.39,0.31,10.06,1002541.0,327721568.0,11.04,3.39,3.05,3.08,3.08,1.81,4.98,-70.64,1.87,6893833054.0,6828960706.0
36,600200.SH,江苏吴中,8.75,0.8,10.06,1486655.0,1281479712.0,7.92,8.75,8.12,8.59,7.95,3.44,20.97,204.59,3.32,6233402280.0,6204492280.0
37,002766.SZ,索菱股份,5.58,0.51,10.06,3908.0,2180664.0,0.0,5.58,5.58,5.58,5.07,0.29,0.05,-300.75,7.51,4706774796.0,4031839658.0
38,000632.SZ,三木集团,5.58,0.51,10.06,1650904.0,847910496.0,20.12,5.58,4.56,5.18,5.07,2.8,35.47,102.88,1.82,2597599201.0,2597387361.0
39,000029.SZ,深深房Ａ,9.85,0.9,10.06,333463.0,315354928.0,10.39,9.85,8.92,8.98,8.95,1.13,3.74,15.35,2.43,9964851000.0,8782851000.0
40,600281.SH,华阳新材,4.82,0.44,10.05,57307.0,27278082.0,6.62,4.82,4.53,4.6,4.38,0.75,1.11,226.2,5.12,2479417761.0,2479417761.0
41,603178.SH,圣龙股份,10.96,1.0,10.04,97169.0,103645834.0,8.03,10.96,10.16,10.64,9.96,4.58,4.84,26.71,2.12,2591074216.0,2202554480.0
42,605319.SH,无锡振华,13.81,1.26,10.04,26508.0,35876922.0,14.02,13.81,12.05,12.05,12.55,1.39,5.3,37.61,1.55,2762000000.0,690500000.0
43,603390.SH,通达电气,9.1,0.83,10.04,44928.0,40884298.0,0.0,9.1,9.1,9.1,8.27,0.3,3.5,-67.11,1.93,3200351554.0,1169590094.0
44,000625.SZ,长安汽车,13.16,1.2,10.03,3869387.0,4886107648.0,11.04,13.16,11.84,11.96,11.96,1.44,6.61,5.54,1.65,100439138770.0,76980129837.0
45,002399.SZ,海普瑞,16.89,1.54,10.03,296521.0,482622928.0,8.66,16.89,15.56,15.68,15.35,2.4,2.38,26.37,2.13,24782632886.0,21065236781.0
46,002015.SZ,协鑫能科,17.88,1.63,10.03,378121.0,653989216.0,10.71,17.88,16.14,16.55,16.25,2.24,9.44,42.61,2.97,29025044098.0,7164584391.0
47,000517.SZ,荣安地产,3.73,0.34,10.03,1040977.0,375191952.0,11.21,3.73,3.35,3.35,3.39,0.76,4.17,6.01,1.23,11876030869.0,9313744039.0
48,603611.SH,诺力股份,15.47,1.41,10.03,47384.0,71258999.0,9.32,15.47,14.16,14.16,14.06,1.91,1.77,14.32,1.94,4133347835.0,4133347835.0
49,600325.SH,华发股份,7.9,0.72,10.03,931456.0,713088512.0,9.89,7.9,7.19,7.26,7.18,1.55,4.4,5.88,1.01,16725572816.0,16725501716.0
50,000014.SZ,沙河股份,11.85,1.08,10.03,371564.0,416242448.0,14.21,11.85,10.32,10.55,10.77,1.26,18.42,38.07,2.53,2390206466.0,2390206466.0
51,603922.SH,金鸿顺,20.3,1.85,10.03,23520.0,47014582.0,9.97,20.3,18.46,18.46,18.45,2.72,1.84,64.26,2.44,2598400000.0,2598400000.0
52,600720.SH,祁连山,12.95,1.18,10.03,52295.0,67722232.0,0.0,12.95,12.95,12.95,11.77,0.31,0.67,896.37,1.22,10052959152.0,10051306797.0
53,002715.SZ,登云股份,13.5,1.23,10.02,18771.0,25336723.0,0.08,13.5,13.49,13.49,12.27,1.38,1.36,-132.04,3.64,1863000000.0,1863000000.0
54,002779.SZ,中坚科技,24.37,2.22,10.02,20200.0,47972192.0,10.79,24.37,21.98,22.0,22.15,1.23,1.71,116.48,5.05,3216840000.0,2886249374.0
55,603506.SH,南都物业,15.26,1.39,10.02,29469.0,43202100.0,10.53,15.26,13.8,14.0,13.87,2.75,1.57,19.04,2.91,2865488908.0,2865488908.0
56,601952.SH,苏垦农发,15.7,1.43,10.02,670116.0,1038712288.0,9.18,15.7,14.39,14.4,14.27,2.12,4.86,40.49,3.66,21634600000.0,21634600000.0
57,002132.SZ,恒星科技,5.27,0.48,10.02,666150.0,341419280.0,9.6,5.27,4.81,4.81,4.79,2.42,5.31,59.27,2.09,7386140558.0,6609318411.0
58,002016.SZ,世荣兆业,6.37,0.58,10.02,166315.0,102424798.0,10.71,6.37,5.75,5.9,5.79,2.85,2.42,20.68,1.09,5153939176.0,4375206676.0
59,000933.SZ,神火股份,13.18,1.2,10.02,2157054.0,2644942288.0,14.86,13.18,11.4,12.65,11.98,2.42,9.67,3.81,2.88,29668003507.0,29410646873.0
60,603097.SH,江苏华辰,13.51,1.23,10.02,2606.0,3520895.0,0.0,13.51,13.51,13.51,12.28,0.25,0.65,18.86,2.7,2161600000.0,540400000.0
61,600213.SH,亚星客车,6.81,0.62,10.02,78794.0,52552212.0,10.02,6.81,6.19,6.22,6.19,2.24,3.58,-11.16,6.24,1947660000.0,1498200000.0
62,000037.SZ,深南电A,6.81,0.62,10.02,197573.0,126441810.0,13.57,6.81,5.97,6.06,6.19,6.77,5.83,-26.42,2.6,4104813279.0,2307876012.0
63,002686.SZ,亿利达,7.03,0.64,10.02,920037.0,610841824.0,20.03,7.03,5.75,6.81,6.39,4.32,23.49,190.81,2.53,3980661105.0,2753842490.0
64,002598.SZ,山东章鼓,8.46,0.77,10.01,88983.0,73727531.0,9.62,8.46,7.72,7.72,7.69,2.3,3.29,32.75,2.71,2639520000.0,2285110829.0
65,000838.SZ,财信发展,8.46,0.77,10.01,715312.0,572851056.0,11.05,8.46,7.61,8.02,7.69,4.47,6.8,129.67,7.61,9309909958.0,8905729000.0
66,605128.SH,上海沿浦,27.58,2.51,10.01,44532.0,118145103.0,9.69,27.58,25.15,26.3,25.07,3.34,10.68,47.24,2.12,2206400000.0,1150361800.0
67,000042.SZ,中洲控股,9.34,0.85,10.01,119659.0,107536886.0,9.19,9.34,8.56,8.8,8.49,2.02,1.8,42.74,0.77,6209522838.0,6201477596.0
68,000657.SZ,中钨高新,11.32,1.03,10.01,267590.0,291089072.0,10.4,11.32,10.25,10.34,10.29,1.38,2.82,28.22,2.41,12156138691.0,10727900948.0
69,000023.SZ,深天地Ａ,11.43,1.04,10.01,46806.0,51495968.0,10.3,11.43,10.36,10.58,10.39,1.14,3.37,-11.63,4.2,1585983823.0,1585983823.0
70,000025.SZ,特力Ａ,12.64,1.15,10.01,87554.0,106666492.0,10.27,12.64,11.46,11.73,11.49,3.4,2.23,40.29,3.71,5448577165.0,4964717965.0
71,000550.SZ,江铃汽车,14.18,1.29,10.01,134303.0,186875594.0,11.33,14.18,12.72,12.89,12.89,3.35,2.59,15.78,1.4,12240374520.0,7351807609.0
72,601633.SH,长城汽车,29.57,2.69,10.01,1133287.0,3169086480.0,12.17,29.57,26.3,26.55,26.88,2.82,1.86,41.79,4.23,273098488082.0,180193987278.0
73,605388.SH,均瑶健康,16.82,1.53,10.01,135697.0,215946186.0,12.82,16.82,14.86,15.3,15.29,1.91,9.63,98.95,3.69,7232600000.0,2369236320.0
74,001914.SZ,招商积余,18.36,1.67,10.01,156166.0,276908832.0,9.77,18.36,16.73,16.79,16.69,1.76,2.34,33.56,2.21,19467953662.0,12243540255.0
75,603858.SH,步长制药,20.89,1.9,10.01,255595.0,515984288.0,8.16,20.89,19.34,19.7,18.99,2.53,2.24,13.87,1.61,23847618943.0,23847618943.0
76,600727.SH,鲁北化工,8.25,0.75,10.0,219824.0,178626583.0,9.73,8.25,7.52,7.55,7.5,2.01,5.0,20.28,1.41,4360810864.0,3626848805.0
77,600313.SH,农发种业,10.34,0.94,10.0,2186699.0,2180940784.0,9.47,10.34,9.45,9.45,9.4,0.98,21.45,147.29,7.35,11189934175.0,10540566086.0
78,002771.SZ,真视通,10.67,0.97,10.0,225158.0,221292011.0,14.95,10.67,9.22,9.41,9.7,2.06,11.1,-93.24,3.14,2238182947.0,2164679472.0
79,002510.SZ,天汽模,3.74,0.34,10.0,627223.0,225797406.0,9.71,3.74,3.41,3.41,3.4,1.53,6.73,25.33,1.86,3521666486.0,3483199419.0
80,000011.SZ,深物业A,12.21,1.11,10.0,252572.0,294635840.0,10.9,12.21,11.0,11.26,11.1,2.03,4.8,8.29,1.61,7276904713.0,6428266380.0
81,603208.SH,江山欧派,54.57,4.96,10.0,34007.0,176643870.0,10.08,54.57,49.57,50.1,49.61,1.61,3.24,25.88,3.08,5733418223.0,5733418223.0
82,601127.SH,小康股份,43.24,3.93,10.0,289666.0,1228740816.0,9.34,43.24,39.57,39.61,39.31,1.83,2.81,-17.52,8.3,58803802314.0,44647849949.0
83,605068.SH,明新旭腾,20.36,1.85,9.99,30622.0,59685334.0,8.54,20.36,18.78,19.08,18.51,2.6,5.42,49.56,1.98,3391976000.0,1150340000.0
84,603716.SH,塞力医疗,15.52,1.41,9.99,222794.0,332327760.0,9.85,15.52,14.13,14.25,14.11,1.95,11.07,37.55,2.14,3181894771.0,3124538314.0
85,603963.SH,大理药业,14.75,1.34,9.99,166350.0,243588837.0,4.03,14.75,14.21,14.21,13.41,0.59,7.57,-252.58,7.8,3240575000.0,3240575000.0
86,000990.SZ,诚志股份,12.44,1.13,9.99,328926.0,407243504.0,3.8,12.44,12.01,12.2,11.31,2.23,2.63,26.62,0.88,15587468272.0,15587457076.0
87,600037.SH,歌华有线,9.69,0.88,9.99,705686.0,671347040.0,9.76,9.69,8.83,8.9,8.81,3.49,5.07,34.51,1.04,13486327696.0,13486327696.0
88,000756.SZ,新华制药,26.76,2.43,9.99,1048978.0,2602019760.0,15.95,26.76,22.88,24.01,24.33,2.66,24.04,41.29,4.66,17919224809.0,11676263587.0
89,000926.SZ,福星股份,6.5,0.59,9.98,1139760.0,737776464.0,3.72,6.5,6.28,6.3,5.91,2.22,12.18,41.64,0.55,6170596081.0,6083589597.0
90,000619.SZ,海螺新材,6.28,0.57,9.98,176381.0,106549845.0,10.86,6.28,5.66,5.73,5.71,1.84,4.9,-21.57,0.99,2260800000.0,2260800000.0
91,001319.SZ,铭科精技,23.58,2.14,9.98,2314.0,5455987.0,0.0,23.58,23.58,23.58,21.44,0.17,0.65,34.67,2.89,3334212000.0,833553000.0
92,002111.SZ,威海广泰,10.69,0.97,9.98,107452.0,114866284.0,0.0,10.69,10.69,10.69,9.72,0.57,2.26,23.11,1.77,5714430418.0,5072575634.0
93,001205.SZ,盛航股份,19.95,1.81,9.98,86495.0,163520362.0,12.46,19.95,17.69,17.99,18.14,1.51,7.41,21.7,2.55,3404853193.0,2328430993.0
94,600812.SH,华北制药,7.39,0.67,9.97,247246.0,174959004.0,11.16,7.39,6.64,6.73,6.72,1.9,1.52,231.68,2.08,12679247434.0,12051646947.0
95,002883.SZ,中设股份,14.78,1.34,9.97,351535.0,512956944.0,9.0,14.78,13.57,14.65,13.44,4.72,37.27,42.77,3.14,1925211053.0,1393969965.0
96,600689.SH,上海三毛,10.59,0.96,9.97,360536.0,377929728.0,5.09,10.59,10.1,10.59,9.63,1.64,23.69,518.9,4.84,2128498322.0,1611841874.0
97,600479.SH,千金药业,10.37,0.94,9.97,139916.0,145039800.0,0.32,10.37,10.34,10.35,9.43,1.21,3.34,27.87,2.03,4457099803.0,4339918803.0
98,002811.SZ,郑中设计,9.6,0.87,9.97,42462.0,40257342.0,6.87,9.6,9.0,9.14,8.73,1.59,1.73,120.12,1.9,2592430819.0,2353839571.0
99,000560.SZ,我爱我家,2.87,0.26,9.96,857064.0,238267676.0,10.34,2.87,2.6,2.61,2.61,2.06,3.81,-7.0,0.65,6760287442.0,6457336599.0
100,000922.SZ,佳电股份,8.28,0.75,9.96,126785.0,100645553.0,10.36,8.28,7.5,7.51,7.53,1.92,2.17,16.45,1.79,4960564999.0,4842885085.0
101,600149.SH,廊坊发展,5.19,0.47,9.96,102075.0,51130292.0,10.38,5.19,4.7,4.72,4.72,1.05,2.69,-71.38,12.06,1973030400.0,1973030400.0
102,002141.SZ,贤丰控股,4.42,0.4,9.95,269545.0,115196957.0,9.2,4.42,4.05,4.06,4.02,2.29,2.38,71.21,6.12,5015181814.0,5015181814.0
103,000514.SZ,渝开发,5.97,0.54,9.94,1367467.0,779324544.0,13.44,5.97,5.24,5.44,5.43,1.46,16.21,-103.33,1.44,5037312661.0,5037312661.0
104,600084.SH,中葡股份,5.86,0.53,9.94,311105.0,178216478.0,11.44,5.86,5.25,5.27,5.33,3.5,2.77,-908.47,3.05,6585039224.0,6585039224.0
105,000953.SZ,河化股份,6.97,0.63,9.94,90838.0,62144402.0,8.83,6.97,6.41,6.41,6.34,0.45,2.84,-445.66,14.49,2551871699.0,2229852890.0
106,002418.SZ,康盛股份,2.99,0.27,9.93,275194.0,80880243.0,9.93,2.99,2.72,2.73,2.72,1.63,2.42,-78.73,2.27,3397836000.0,3396429953.0
107,600686.SH,金龙汽车,5.43,0.49,9.92,86609.0,46357994.0,8.91,5.43,4.99,4.99,4.94,1.77,1.28,251.09,1.09,3893567474.0,3662946165.0
108,002084.SZ,海鸥住工,4.77,0.43,9.91,174015.0,81590568.0,9.22,4.77,4.37,4.37,4.34,1.78,2.89,-36.55,1.62,2899246521.0,2872946043.0
109,000957.SZ,中通客车,4.77,0.43,9.91,163102.0,76914284.0,8.76,4.77,4.39,4.4,4.34,3.0,2.75,-20.04,1.12,2828151775.0,2828151775.0
110,000036.SZ,华联控股,4.33,0.39,9.9,594689.0,249517247.0,11.17,4.33,3.89,3.95,3.94,1.78,4.02,45.94,1.28,6425434328.0,6406993841.0
111,002496.SZ,辉丰股份,3.11,0.28,9.89,460297.0,140988249.0,6.36,3.11,2.93,2.97,2.83,3.75,4.51,58.74,1.93,4688603895.0,3171526819.0
112,600400.SH,红豆股份,3.67,0.33,9.88,519881.0,188328785.0,9.28,3.67,3.36,3.36,3.34,3.55,2.27,70.7,2.68,8452090197.0,8409334697.0
113,000068.SZ,华控赛格,3.45,0.31,9.87,803556.0,269566800.0,11.15,3.45,3.1,3.1,3.14,3.84,7.98,-89.25,13.7,3473016551.0,3473016551.0
114,600565.SH,迪马股份,2.45,0.22,9.87,647287.0,156903573.0,7.17,2.45,2.29,2.3,2.23,0.75,2.6,-32.85,0.73,6243301396.0,6104190396.0
115,002905.SZ,金逸影视,6.9,0.59,9.35,177957.0,119171644.0,10.78,6.94,6.26,6.38,6.31,2.56,5.09,-15.59,5.48,2596608000.0,2411136000.0
116,002145.SZ,中核钛白,9.88,0.84,9.29,752524.0,711519296.0,9.4,9.9,9.05,9.15,9.04,1.6,4.73,16.88,2.79,20290292411.0,15719736042.0
117,600246.SH,万通发展,9.5,0.8,9.2,312137.0,288975216.0,9.43,9.57,8.75,8.75,8.7,2.58,1.52,-132.0,2.86,19513088369.0,19513088369.0
118,601238.SH,广汽集团,13.57,1.14,9.17,867972.0,1139716176.0,8.69,13.62,12.54,12.54,12.43,2.31,1.2,11.8,1.46,141995905405.0,98562112819.0
119,600418.SH,江淮汽车,9.13,0.76,9.08,1385941.0,1217594432.0,9.44,9.21,8.42,8.45,8.37,2.66,7.32,-17.18,1.33,19940009392.0,17285939628.0
120,300099.SZ,精准信息,6.79,0.56,8.99,330760.0,223536057.0,17.98,7.38,6.26,6.33,6.23,4.59,6.5,41.26,2.34,4531206381.0,3454755361.0
121,300998.SZ,宁波方正,29.91,2.46,8.96,69284.0,203161316.0,12.13,30.68,27.35,27.85,27.45,1.98,28.94,154.92,5.7,3182424000.0,715971373.0
122,300856.SZ,科思股份,54.43,4.46,8.93,22138.0,116765488.0,8.95,54.45,49.98,50.0,49.97,1.32,5.7,26.47,3.73,6144058400.0,2112972600.0
123,000031.SZ,大悦城,3.99,0.32,8.72,632603.0,242367467.0,11.72,4.03,3.6,3.68,3.67,1.64,3.35,-42.39,0.9,17102390223.0,7544086224.0
124,300622.SZ,博士眼镜,23.5,1.88,8.7,47302.0,107584943.0,9.9,23.59,21.45,21.56,21.62,1.86,4.44,146.99,6.06,4051836419.0,2505821004.0
125,000538.SZ,云南白药,60.5,4.82,8.66,185879.0,1094719312.0,8.67,61.2,56.37,58.5,55.68,4.49,2.19,29.71,2.93,108671429488.0,51320595332.0
126,600683.SH,京投发展,4.66,0.36,8.37,423750.0,191455905.0,11.4,4.73,4.24,4.28,4.3,2.35,5.72,12.68,1.12,3452023602.0,3452023602.0
127,300893.SZ,松原股份,22.88,1.72,8.13,64849.0,144588146.0,8.74,22.94,21.09,21.47,21.16,1.95,17.29,37.55,4.29,3432000000.0,858000000.0
128,000861.SZ,海印股份,3.33,0.25,8.12,1403770.0,450476032.0,9.09,3.34,3.06,3.15,3.08,2.41,6.43,19.08,2.62,7744362539.0,7274674820.0
129,300927.SZ,江天化学,32.7,2.44,8.06,49971.0,159739764.0,9.09,33.2,30.45,30.45,30.26,2.5,10.51,27.59,4.23,2622540000.0,1554081790.0
130,000868.SZ,安凯客车,3.78,0.28,8.0,464371.0,173413825.0,10.86,3.85,3.47,3.53,3.5,4.16,6.33,-17.33,12.25,2771984255.0,2771984255.0
131,688665.SH,四方光电,119.0,8.74,7.93,5325.0,61582426.0,9.19,119.95,109.82,113.0,110.26,1.41,2.58,48.4,9.55,8330000000.0,2460325000.0
132,000722.SZ,湖南发展,23.22,1.7,7.9,1441935.0,3268968480.0,11.57,23.67,21.18,21.53,21.52,1.15,31.07,66.93,3.42,10777755308.0,10777755308.0
133,002609.SZ,捷顺科技,7.71,0.56,7.83,222229.0,170329427.0,9.37,7.87,7.2,7.2,7.15,3.34,4.95,-25.97,2.19,5006366227.0,3464167309.0
134,601258.SH,庞大集团,1.38,0.1,7.81,2265504.0,310757552.0,10.94,1.41,1.27,1.27,1.28,3.86,2.22,-38.68,1.21,14113570597.0,14113570597.0
135,603920.SH,世运电路,17.14,1.23,7.73,174172.0,289996096.0,10.56,17.32,15.64,15.94,15.91,2.13,3.27,48.29,3.33,9122751288.0,9121481214.0
136,688179.SH,阿拉丁,68.18,4.88,7.71,20029.0,136020220.0,9.7,70.38,64.24,64.24,63.3,1.96,3.91,55.46,6.75,6881639212.0,3494888391.0
137,300056.SZ,中创环保,5.6,0.4,7.69,164424.0,91387241.0,12.88,5.85,5.18,5.24,5.2,2.39,4.27,128.18,4.23,2158746481.0,2158746481.0
138,688302.SH,海创药业-U,36.28,2.59,7.69,36618.0,132138401.0,14.34,38.5,33.67,34.15,33.69,1.39,16.18,-10.33,2.08,3592285895.0,821148931.0
139,000951.SZ,中国重汽,10.8,0.76,7.57,275230.0,290395760.0,7.57,10.84,10.08,10.1,10.04,3.04,2.34,25.57,0.9,12688589088.0,12687579374.0
140,601088.SH,中国神华,30.8,2.16,7.54,567981.0,1709283984.0,7.26,30.8,28.72,28.76,28.64,1.59,0.34,8.07,1.54,611950414614.0,507923969014.0
141,301212.SZ,联盛化学,57.82,4.05,7.53,149914.0,856097536.0,16.44,61.58,52.74,52.74,53.77,1.04,58.54,85.5,5.33,6244560000.0,1480611311.0
142,301039.SZ,中集车辆,9.75,0.68,7.5,330339.0,313876688.0,9.04,9.85,9.03,9.06,9.07,2.38,17.99,39.51,1.72,19671600000.0,1790436219.0
143,300635.SZ,中达安,20.31,1.41,7.46,62968.0,124220171.0,11.16,20.82,18.71,18.89,18.9,1.67,6.57,92.46,4.11,2768699820.0,1947750326.0
144,000918.SZ,嘉凯城,2.46,0.17,7.42,1385846.0,334884064.0,10.48,2.52,2.28,2.29,2.29,2.1,7.68,-6.22,5.34,4438311090.0,4438311090.0
145,000900.SZ,现代投资,4.37,0.3,7.37,384852.0,163978791.0,10.57,4.45,4.02,4.07,4.07,4.0,2.54,10.32,0.63,6632909820.0,6632614845.0
146,600057.SH,厦门象屿,9.07,0.62,7.34,440399.0,389905568.0,8.28,9.11,8.41,8.46,8.45,1.82,2.06,10.49,1.47,19565945555.0,19373083434.0
147,600026.SH,中远海能,8.1,0.55,7.28,625089.0,491360432.0,12.32,8.3,7.37,7.47,7.55,1.13,2.18,385.35,1.35,38577804269.0,23206278773.0
148,300681.SZ,英搏尔,74.33,4.94,7.12,17477.0,126250860.0,10.45,75.58,68.33,69.39,69.39,1.57,3.92,77.2,8.03,5696682419.0,3316381238.0
149,601607.SH,上海医药,21.06,1.39,7.07,971816.0,2029758608.0,7.83,21.53,19.99,19.99,19.67,2.06,5.05,15.55,1.21,77827382664.0,40513672698.0
150,603668.SH,天马科技,13.54,0.89,7.04,154129.0,198453209.0,13.28,13.73,12.05,12.64,12.65,2.11,3.81,38.4,3.13,5905670390.0,5479609905.0
151,601872.SH,招商轮船,5.79,0.38,7.02,1563294.0,888918384.0,8.5,5.86,5.4,5.41,5.41,1.25,2.04,8.99,1.69,46944404028.0,44351866715.0
152,002675.SZ,东诚药业,12.2,0.8,7.02,104460.0,123746636.0,8.33,12.23,11.28,11.38,11.4,3.7,1.42,44.55,2.21,9787014777.0,9000665583.0
153,601155.SH,新城控股,24.72,1.62,7.01,339735.0,815430128.0,8.4,24.95,23.01,23.1,23.1,1.37,1.5,27.47,0.94,55955849356.0,55880436052.0
154,002244.SZ,滨江集团,8.27,0.54,6.99,603644.0,489483232.0,8.28,8.39,7.75,7.8,7.73,1.13,2.25,28.24,1.24,25731640970.0,22183065430.0
155,300165.SZ,天瑞仪器,6.54,0.42,6.86,860423.0,557884272.0,13.4,6.84,6.02,6.02,6.12,1.28,24.5,85.98,2.0,3250320290.0,2296803567.0
156,300298.SZ,三诺生物,18.53,1.18,6.8,69760.0,125740560.0,9.51,18.85,17.2,17.3,17.35,1.02,1.53,40.07,3.92,10465158322.0,8447205041.0
157,002367.SZ,康力电梯,7.28,0.46,6.74,88684.0,63041048.0,7.04,7.3,6.82,6.82,6.82,2.55,1.69,39.35,1.95,5806911561.0,3815259506.0
